FIELDDESCRIPTION,,,Check Enabled,Check Enabled,Special Checks (NCCT),,,Watchlist/Searchlist usage,,,
578,16R,Start of Block,X,X,0,0,0,2,2,0,0
578,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
578,97a,Safekeeping Account,X,X,X,0,0,2,2,0,2
578,98a,Processing Date/Time,X,X,X,0,0,2,2,0,2
578,20C,Processing Reference,X,X,0,0,0,2,2,0,0
578,70a,(see qualifier description),X,X,X,0,0,2,2,0,2
578,16S,End of Block,X,X,0,0,0,2,2,0,0
578,16R,Start of Block,X,X,0,0,0,2,2,0,0
578,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
578,97A,(see qualifier description),X,X,X,0,0,2,2,0,2
578,70a,(see qualifier description),X,X,X,0,0,2,2,0,2
578,16S,End of Block,X,X,0,0,0,2,2,0,0
578,16R,Start of Block,X,X,0,0,0,2,2,0,0
578,17B,(see qualifier description),X,X,0,0,0,2,2,0,0
578,19A,(see qualifier description),X,X,X,0,0,2,2,0,2
578,92B,Exchange Rate,X,X,0,0,0,2,2,0,0
578,16S,End of Block,X,X,0,0,0,2,2,0,0
578,16S,End of Block,X,X,0,0,0,2,2,0,0
578,16R,Start of Block,X,X,0,0,0,2,2,0,0
578,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
578,16S,End of Block,X,X,0,0,0,2,2,0,0
579,28,Page Number/Continuation Indicator,X,X,0,0,0,2,2,0,0
579,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
579,21,Related Reference,X,X,0,0,0,2,2,0,0
579,35F,Certificate Number(s),X,X,0,0,0,2,2,0,0
581,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
581,21,Related Reference,X,X,0,0,0,2,2,0,0
581,23,Further Identification,X,X,0,0,0,2,2,0,0
581,30,Date of Adjustment,X,X,0,0,0,2,2,0,0
581,35H,Adjustment to the Collateral,X,X,0,0,0,2,2,0,0
581,35B,Identification of Securities Used as Collateral,X,X,0,0,0,2,2,0,0
581,80C,Reason for Collateral Adjustment,X,X,0,0,0,2,2,0,0
581,34B,Outstanding Collateral Value,X,X,0,0,0,2,2,0,0
581,72,Sender to Receiver Information,X,X,0,0,0,2,2,2,0
582,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
582,21,Related Reference,X,X,0,0,0,2,2,0,0
582,23,Further Identification,X,X,0,0,0,2,2,0,0
582,35A,Quantity of Securities,X,X,X,0,0,2,2,0,2
582,35B,Identification of Securities,X,X,0,0,0,2,2,0,0
582,79,Narrative,X,X,0,0,0,2,2,0,0
582,32G,Gross Amount Claimed/Received,X,X,0,0,0,2,2,0,0
582,71B,Charges,X,X,0,0,0,2,2,0,0
582,36,Exchange Rate,X,X,0,0,0,2,2,0,0
582,34A,Net Amount Claimed/Paid,X,X,X,0,0,2,2,0,2
582,53a,Account for Payment,X,X,X,0,0,2,2,0,2
582,56a,Intermediary,X,X,X,0,0,2,2,0,2
582,57a,Account With Institution,X,X,X,0,0,2,2,0,2
582,35S,Quantity of Securities Claimed or Advised,X,X,0,0,0,2,2,0,0
582,35B,Identification of Securities,X,X,0,0,0,2,2,0,0
582,83a,Safekeeping Account,X,X,X,0,0,2,2,0,2
582,87a,Deliverer or Receiver of Securities,X,X,X,0,0,2,2,0,2
584,16R,Start of Block,X,X,0,0,0,2,2,0,0
584,28E,Page Number/Continuation Indicator,X,X,0,0,0,2,2,0,0
584,13a,Statement Number,X,X,X,0,0,2,2,0,2
584,20C,Sender's Message Reference,X,X,0,0,0,2,2,0,0
584,23G,Function of the Message,X,X,0,0,0,2,2,0,0
584,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
584,16R,Start of Block,X,X,0,0,0,2,2,0,0
584,13a,Linked Message,X,X,X,0,0,2,2,0,2
584,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
584,16S,End of Block,X,X,0,0,0,2,2,0,0
584,95a,Account Owner,X,X,X,0,0,2,2,0,2
584,97a,Safekeeping Account,X,X,X,0,0,2,2,0,2
584,17B,Activity Flag,X,X,0,0,0,2,2,0,0
584,16S,End of Block,X,X,0,0,0,2,2,0,0
584,16R,Start of Block,X,X,0,0,0,2,2,0,0
584,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
584,16R,Start of Block,X,X,0,0,0,2,2,0,0
584,94B,Place of Listing,X,X,0,0,0,2,2,0,0
584,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
584,12a,(see qualifier description),X,X,X,0,0,2,2,0,2
584,11A,Currency of Denomination,X,X,X,0,0,2,2,0,2
584,98A,(see qualifier description),X,X,X,0,0,2,2,0,2
584,92A,(see qualifier description),X,X,X,0,0,2,2,0,2
584,13a,(see qualifier description),X,X,X,0,0,2,2,0,2
584,17B,(see qualifier description),X,X,0,0,0,2,2,0,0
584,90a,(see qualifier description),X,X,X,0,0,2,2,0,2
584,36B,(see qualifier description),X,X,0,0,0,2,2,0,0
584,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
584,70E,Financial Instrument Attribute Narrative,X,X,0,0,0,2,2,0,0
584,16S,End of Block,X,X,0,0,0,2,2,0,0
584,16R,Start of Block,X,X,0,0,0,2,2,0,0
584,20C,Master Reference,X,X,0,0,0,2,2,0,0
584,25D,(see qualifier description),X,X,0,0,0,2,2,0,0
584,24B,(see qualifier description),X,X,0,0,0,2,2,0,0
584,16R,Start of Block,X,X,0,0,0,2,2,0,0
584,13a,Linked Message,X,X,X,0,0,2,2,0,2
584,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
584,16S,End of Block,X,X,0,0,0,2,2,0,0
584,16R,Start of Block,X,X,0,0,0,2,2,0,0
584,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
584,22a,(see qualifier description),X,X,X,0,0,2,2,0,2
584,36B,Trade Quantity,X,X,0,0,0,2,2,0,0
584,19A,Settlement Amount,X,X,X,0,0,2,2,0,2
584,11A,(see qualifier description),X,X,X,0,0,2,2,0,2
584,16R,Start of Block,X,X,0,0,0,2,2,0,0
584,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
584,97a,(see qualifier description),X,X,X,0,0,2,2,0,2
584,98a,Processing Date/Time,X,X,X,0,0,2,2,0,2
584,20C,Processing Reference,X,X,0,0,0,2,2,0,0
584,70a,(see qualifier description),X,X,X,0,0,2,2,0,2
584,22F,Party Capacity Indicator,X,X,0,0,0,2,2,0,0
584,16S,End of Block,X,X,0,0,0,2,2,0,0
584,16R,Start of Block,X,X,0,0,0,2,2,0,0
584,19A,(see qualifier description),X,X,X,0,0,2,2,0,2
584,98a,Value Date/Time,X,X,X,0,0,2,2,0,2
584,92B,Exchange Rate,X,X,0,0,0,2,2,0,0
584,16S,End of Block,X,X,0,0,0,2,2,0,0
584,16S,End of Block,X,X,0,0,0,2,2,0,0
584,16S,End of Block,X,X,0,0,0,2,2,0,0
584,16S,End of Block,X,X,0,0,0,2,2,0,0
584,16R,Start of Block,X,X,0,0,0,2,2,0,0
584,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
584,25D,(see qualifier description),X,X,0,0,0,2,2,0,0
584,24B,(see qualifier description),X,X,0,0,0,2,2,0,0
584,16R,Start of Block,X,X,0,0,0,2,2,0,0
584,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
584,16R,Start of Block,X,X,0,0,0,2,2,0,0
584,94B,Place of Listing,X,X,0,0,0,2,2,0,0
584,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
584,12a,(see qualifier description),X,X,X,0,0,2,2,0,2
584,11A,Currency of Denomination,X,X,X,0,0,2,2,0,2
584,98A,(see qualifier description),X,X,X,0,0,2,2,0,2
584,92A,(see qualifier description),X,X,X,0,0,2,2,0,2
584,13a,(see qualifier description),X,X,X,0,0,2,2,0,2
584,17B,(see qualifier description),X,X,0,0,0,2,2,0,0
584,90a,(see qualifier description),X,X,X,0,0,2,2,0,2
584,36B,(see qualifier description),X,X,0,0,0,2,2,0,0
584,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
584,70E,Financial Instrument Attribute Narrative,X,X,0,0,0,2,2,0,0
584,16S,End of Block,X,X,0,0,0,2,2,0,0
584,16R,Start of Block,X,X,0,0,0,2,2,0,0
584,13a,Linked Message,X,X,X,0,0,2,2,0,2
584,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
584,16S,End of Block,X,X,0,0,0,2,2,0,0
584,16R,Start of Block,X,X,0,0,0,2,2,0,0
584,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
584,22a,(see qualifier description),X,X,X,0,0,2,2,0,2
584,36B,Trade Quantity,X,X,0,0,0,2,2,0,0
584,19A,Settlement Amount,X,X,X,0,0,2,2,0,2
584,11A,(see qualifier description),X,X,X,0,0,2,2,0,2
584,16R,Start of Block,X,X,0,0,0,2,2,0,0
584,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
584,97a,(see qualifier description),X,X,X,0,0,2,2,0,2
584,98a,Processing Date/Time,X,X,X,0,0,2,2,0,2
584,20C,Processing Reference,X,X,0,0,0,2,2,0,0
584,70a,(see qualifier description),X,X,X,0,0,2,2,0,2
584,22F,Party Capacity Indicator,X,X,0,0,0,2,2,0,0
584,16S,End of Block,X,X,0,0,0,2,2,0,0
584,16R,Start of Block,X,X,0,0,0,2,2,0,0
584,19A,(see qualifier description),X,X,X,0,0,2,2,0,2
584,98a,Value Date/Time,X,X,X,0,0,2,2,0,2
584,92B,Exchange Rate,X,X,0,0,0,2,2,0,0
584,16S,End of Block,X,X,0,0,0,2,2,0,0
584,16S,End of Block,X,X,0,0,0,2,2,0,0
584,16S,End of Block,X,X,0,0,0,2,2,0,0
584,16S,End of Block,X,X,0,0,0,2,2,0,0
584,16R,Start of Block,X,X,0,0,0,2,2,0,0
584,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
584,16S,End of Block,X,X,0,0,0,2,2,0,0
586,16R,Start of Block,X,X,0,0,0,2,2,0,0
586,28E,Page Number/Continuation Indicator,X,X,0,0,0,2,2,0,0
586,13a,Statement Number,X,X,X,0,0,2,2,0,2
586,20C,Sender's Message Reference,X,X,0,0,0,2,2,0,0
586,23G,Function of the Message,X,X,0,0,0,2,2,0,0
586,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
586,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
586,16R,Start of Block,X,X,0,0,0,2,2,0,0
586,13a,Linked Message,X,X,X,0,0,2,2,0,2
586,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
586,16S,End of Block,X,X,0,0,0,2,2,0,0
586,95a,Account Owner,X,X,X,0,0,2,2,0,2
586,97a,Safekeeping Account,X,X,X,0,0,2,2,0,2
586,17B,Activity Flag,X,X,0,0,0,2,2,0,0
586,16S,End of Block,X,X,0,0,0,2,2,0,0
586,16R,Start of Block,X,X,0,0,0,2,2,0,0
586,16R,Start of Block,X,X,0,0,0,2,2,0,0
586,13a,Linked Message,X,X,X,0,0,2,2,0,2
586,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
586,16S,End of Block,X,X,0,0,0,2,2,0,0
586,25D,Allegement Status,X,X,0,0,0,2,2,0,0
586,94B,Place of Trade,X,X,0,0,0,2,2,0,0
586,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
586,90a,Deal Price,X,X,X,0,0,2,2,0,2
586,99A,Number of Days Accrued,X,X,X,0,0,2,2,0,2
586,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
586,16R,Start of Block,X,X,0,0,0,2,2,0,0
586,94B,Place of Listing,X,X,0,0,0,2,2,0,0
586,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
586,12a,(see qualifier description),X,X,X,0,0,2,2,0,2
586,11A,Currency of Denomination,X,X,X,0,0,2,2,0,2
586,98A,(see qualifier description),X,X,X,0,0,2,2,0,2
586,92A,(see qualifier description),X,X,X,0,0,2,2,0,2
586,13a,(see qualifier description),X,X,X,0,0,2,2,0,2
586,17B,(see qualifier description),X,X,0,0,0,2,2,0,0
586,90a,(see qualifier description),X,X,X,0,0,2,2,0,2
586,36B,(see qualifier description),X,X,0,0,0,2,2,0,0
586,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
586,70E,Financial Instrument Attribute Narrative,X,X,0,0,0,2,2,0,0
586,16S,End of Block,X,X,0,0,0,2,2,0,0
586,22a,(see qualifier description),X,X,X,0,0,2,2,0,2
586,16R,Start of Block,X,X,0,0,0,2,2,0,0
586,36B,Quantity of Financial Instrument to be Settled,X,X,0,0,0,2,2,0,0
586,70D,Denomination Choice,X,X,0,0,0,2,2,0,0
586,13B,Certificate Number,X,X,0,0,0,2,2,0,0
586,97A,Cash Account,X,X,X,0,0,2,2,0,2
586,94a,Place of Safekeeping,X,X,X,0,0,2,2,0,2
586,16R,Start of Block,X,X,0,0,0,2,2,0,0
586,13a,Lot Number,X,X,X,0,0,2,2,0,2
586,36B,Quantity of Financial Instrument In The Lot,X,X,0,0,0,2,2,0,0
586,98a,Lot Date/Time,X,X,X,0,0,2,2,0,2
586,90a,Book/Lot Price,X,X,X,0,0,2,2,0,2
586,22F,Type of Price Indicator,X,X,0,0,0,2,2,0,0
586,16S,End of Block,X,X,0,0,0,2,2,0,0
586,16S,End of Block,X,X,0,0,0,2,2,0,0
586,16R,Start of Block,X,X,0,0,0,2,2,0,0
586,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
586,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
586,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
586,92a,(see qualifier description),X,X,X,0,0,2,2,0,2
586,99B,(see qualifier description),X,X,0,0,0,2,2,0,0
586,19A,(see qualifier description),X,X,X,0,0,2,2,0,2
586,70C,Second Leg Narrative,X,X,0,0,0,2,2,0,0
586,16S,End of Block,X,X,0,0,0,2,2,0,0
586,16R,Start of Block,X,X,0,0,0,2,2,0,0
586,22F,(see qualifier description),X,X,0,0,0,2,2,0,0
586,16R,Start of Block,X,X,0,0,0,2,2,0,0
586,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
586,97a,Safekeeping Account,X,X,X,0,0,2,2,0,2
586,98a,Processing Date/Time,X,X,X,0,0,2,2,0,2
586,20C,Processing Reference,X,X,0,0,0,2,2,0,0
586,70a,(see qualifier description),X,X,X,0,0,2,2,0,2
586,16S,End of Block,X,X,0,0,0,2,2,0,0
586,16R,Start of Block,X,X,0,0,0,2,2,0,0
586,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
586,97A,(see qualifier description),X,X,X,0,0,2,2,0,2
586,70a,(see qualifier description),X,X,X,0,0,2,2,0,2
586,16S,End of Block,X,X,0,0,0,2,2,0,0
586,16R,Start of Block,X,X,0,0,0,2,2,0,0
586,17B,(see qualifier description),X,X,0,0,0,2,2,0,0
586,19A,(see qualifier description),X,X,X,0,0,2,2,0,2
586,92B,Exchange Rate,X,X,0,0,0,2,2,0,0
586,16S,End of Block,X,X,0,0,0,2,2,0,0
586,16S,End of Block,X,X,0,0,0,2,2,0,0
586,16S,End of Block,X,X,0,0,0,2,2,0,0
586,16R,Start of Block,X,X,0,0,0,2,2,0,0
586,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
586,16S,End of Block,X,X,0,0,0,2,2,0,0
587,16R,Start of Block,X,X,0,0,0,2,2,0,0
587,20C,Sender's Message Reference,X,X,0,0,0,2,2,0,0
587,23G,Function of the Message,X,X,0,0,0,2,2,0,0
587,22a,(see qualifier description),X,X,X,0,0,2,2,0,2
587,12a,(see qualifier description),X,X,X,0,0,2,2,0,2
587,98a,Preparation Date/Time,X,X,X,0,0,2,2,0,2
587,17B,Pre-Release Flag,X,X,0,0,0,2,2,0,0
587,16R,Start of Block,X,X,0,0,0,2,2,0,0
587,22F,Linkage Type Indicator,X,X,0,0,0,2,2,0,0
587,13a,Linked Message,X,X,X,0,0,2,2,0,2
587,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
587,16S,End of Block,X,X,0,0,0,2,2,0,0
587,16S,End of Block,X,X,0,0,0,2,2,0,0
587,16R,Start of Block,X,X,0,0,0,2,2,0,0
587,95a,Account Owner,X,X,X,0,0,2,2,0,2
587,97A,Safekeeping Account,X,X,X,0,0,2,2,0,2
587,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
587,16R,Start of Block,X,X,0,0,0,2,2,0,0
587,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
587,16R,Start of Block,X,X,0,0,0,2,2,0,0
587,94B,Place of Listing,X,X,0,0,0,2,2,0,0
587,12a,(see qualifier description),X,X,X,0,0,2,2,0,2
587,11A,Currency of Denomination,X,X,X,0,0,2,2,0,2
587,98A,(see qualifier description),X,X,X,0,0,2,2,0,2
587,92A,(see qualifier description),X,X,X,0,0,2,2,0,2
587,36B,(see qualifier description),X,X,0,0,0,2,2,0,0
587,16S,End of Block,X,X,0,0,0,2,2,0,0
587,36B,Quantity of Securities,X,X,0,0,0,2,2,0,0
587,92D,Conversion Ratio,X,X,0,0,0,2,2,0,0
587,16S,End of Block,X,X,0,0,0,2,2,0,0
587,16S,End of Block,X,X,0,0,0,2,2,0,0
587,16R,Start of Block,X,X,0,0,0,2,2,0,0
587,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
587,97A,(see qualifier description),X,X,X,0,0,2,2,0,2
587,70E,Party Narrative,X,X,0,0,0,2,2,0,0
587,16S,End of Block,X,X,0,0,0,2,2,0,0
587,16R,Start of Block,X,X,0,0,0,2,2,0,0
587,70E,(see qualifier description),X,X,0,0,0,2,2,0,0
587,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
587,19A,(see qualifier description),X,X,X,0,0,2,2,0,2
587,16S,End of Block,X,X,0,0,0,2,2,0,0
588,16R,Start of Block,X,X,0,0,0,2,2,0,0
588,20C,Sender's Message Reference,X,X,0,0,0,2,2,0,0
588,23G,Function of the Message,X,X,0,0,0,2,2,0,0
588,22a,(see qualifier description),X,X,X,0,0,2,2,0,2
588,12a,(see qualifier description),X,X,X,0,0,2,2,0,2
588,98a,Preparation Date/Time,X,X,X,0,0,2,2,0,2
588,17B,Pre-Release Flag,X,X,0,0,0,2,2,0,0
588,16R,Start of Block,X,X,0,0,0,2,2,0,0
588,22F,Linkage Type Indicator,X,X,0,0,0,2,2,0,0
588,13a,Linked Message,X,X,X,0,0,2,2,0,2
588,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
588,16S,End of Block,X,X,0,0,0,2,2,0,0
588,16S,End of Block,X,X,0,0,0,2,2,0,0
588,16R,Start of Block,X,X,0,0,0,2,2,0,0
588,95a,Account Owner,X,X,X,0,0,2,2,0,2
588,97A,Safekeeping Account,X,X,X,0,0,2,2,0,2
588,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
588,16R,Start of Block,X,X,0,0,0,2,2,0,0
588,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
588,16R,Start of Block,X,X,0,0,0,2,2,0,0
588,94B,Place of Listing,X,X,0,0,0,2,2,0,0
588,12a,(see qualifier description),X,X,X,0,0,2,2,0,2
588,11A,Currency of Denomination,X,X,X,0,0,2,2,0,2
588,98A,(see qualifier description),X,X,X,0,0,2,2,0,2
588,92A,(see qualifier description),X,X,X,0,0,2,2,0,2
588,36B,(see qualifier description),X,X,0,0,0,2,2,0,0
588,16S,End of Block,X,X,0,0,0,2,2,0,0
588,36B,Quantity of Securities,X,X,0,0,0,2,2,0,0
588,92D,Conversion Ratio,X,X,0,0,0,2,2,0,0
588,16S,End of Block,X,X,0,0,0,2,2,0,0
588,16S,End of Block,X,X,0,0,0,2,2,0,0
588,16R,Start of Block,X,X,0,0,0,2,2,0,0
588,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
588,16R,Start of Block,X,X,0,0,0,2,2,0,0
588,94B,Place of Listing,X,X,0,0,0,2,2,0,0
588,12a,(see qualifier description),X,X,X,0,0,2,2,0,2
588,11A,Currency of Denomination,X,X,X,0,0,2,2,0,2
588,98A,(see qualifier description),X,X,X,0,0,2,2,0,2
588,92A,(see qualifier description),X,X,X,0,0,2,2,0,2
588,36B,(see qualifier description),X,X,0,0,0,2,2,0,0
588,16S,End of Block,X,X,0,0,0,2,2,0,0
588,36B,Pre-Release Quantity,X,X,0,0,0,2,2,0,0
588,70E,Pre-Release Narrative,X,X,0,0,0,2,2,0,0
588,16R,Start of Block,X,X,0,0,0,2,2,0,0
588,19A,(see qualifier description),X,X,X,0,0,2,2,0,2
588,92B,Exchange Rate,X,X,0,0,0,2,2,0,0
588,16S,End of Block,X,X,0,0,0,2,2,0,0
588,16S,End of Block,X,X,0,0,0,2,2,0,0
588,16R,Start of Block,X,X,0,0,0,2,2,0,0
588,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
588,97A,Safekeeping Account,X,X,X,0,0,2,2,0,2
588,70E,Party Narrative,X,X,0,0,0,2,2,0,0
588,16S,End of Block,X,X,0,0,0,2,2,0,0
588,16R,Start of Block,X,X,0,0,0,2,2,0,0
588,22H,Credit/Debit Indicator,X,X,0,0,0,2,2,0,0
588,16R,Start of Block,X,X,0,0,0,2,2,0,0
588,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
588,97A,(see qualifier description),X,X,X,0,0,2,2,0,2
588,70E,Party Narrative,X,X,0,0,0,2,2,0,0
588,16S,End of Block,X,X,0,0,0,2,2,0,0
588,19A,(see qualifier description),X,X,X,0,0,2,2,0,2
588,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
588,92B,Exchange Rate,X,X,0,0,0,2,2,0,0
588,16S,End of Block,X,X,0,0,0,2,2,0,0
588,16R,Start of Block,X,X,0,0,0,2,2,0,0
588,70E,(see qualifier description),X,X,0,0,0,2,2,0,0
588,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
588,16S,End of Block,X,X,0,0,0,2,2,0,0
589,16R,Start of Block,X,X,0,0,0,2,2,0,0
589,20C,Sender's Message Reference,X,X,0,0,0,2,2,0,0
589,23G,Function of the Message,X,X,0,0,0,2,2,0,0
589,22a,(see qualifier description),X,X,X,0,0,2,2,0,2
589,12a,(see qualifier description),X,X,X,0,0,2,2,0,2
589,98a,Preparation Date/Time,X,X,X,0,0,2,2,0,2
589,16R,Start of Block,X,X,0,0,0,2,2,0,0
589,13a,Linked Message,X,X,X,0,0,2,2,0,2
589,20C,(see qualifier description),X,X,0,0,0,2,2,0,0
589,16S,End of Block,X,X,0,0,0,2,2,0,0
589,16R,Start of Block,X,X,0,0,0,2,2,0,0
589,25D,(see qualifier description),X,X,0,0,0,2,2,0,0
589,16R,Start of Block,X,X,0,0,0,2,2,0,0
589,24B,(see qualifier description),X,X,0,0,0,2,2,0,0
589,70D,Reason Narrative,X,X,0,0,0,2,2,0,0
589,16S,End of Block,X,X,0,0,0,2,2,0,0
589,16S,End of Block,X,X,0,0,0,2,2,0,0
589,16S,End of Block,X,X,0,0,0,2,2,0,0
589,16R,Start of Block,X,X,0,0,0,2,2,0,0
589,98a,(see qualifier description),X,X,X,0,0,2,2,0,2
589,95a,Account Owner,X,X,X,0,0,2,2,0,2
589,97A,Safekeeping Account,X,X,X,0,0,2,2,0,2
589,16R,Start of Block,X,X,0,0,0,2,2,0,0
589,35B,Identification of the Financial Instrument,X,X,0,0,0,2,2,0,0
589,12a,(see qualifier description),X,X,X,0,0,2,2,0,2
589,36B,Quantity of Securities,X,X,0,0,0,2,2,0,0
589,16S,End of Block,X,X,0,0,0,2,2,0,0
589,16R,Start of Block,X,X,0,0,0,2,2,0,0
589,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
589,97A,(see qualifier description),X,X,X,0,0,2,2,0,2
589,70E,Party Narrative,X,X,0,0,0,2,2,0,0
589,16S,End of Block,X,X,0,0,0,2,2,0,0
589,16S,End of Block,X,X,0,0,0,2,2,0,0
589,16R,Start of Block,X,X,0,0,0,2,2,0,0
589,70E,Additional Text,X,X,0,0,0,2,2,0,0
589,95a,(see qualifier description),X,X,X,0,0,2,2,0,2
589,16S,End of Block,X,X,0,0,0,2,2,0,0
590,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
590,21,Related Reference,X,X,0,0,0,2,2,0,0
590,25,Account Identification,X,X,0,0,0,2,2,0,0
590,32a,"Value Date, Currency Code, Amount",X,X,X,0,0,2,2,0,2
590,52a,Ordering Institution,X,X,X,0,0,2,2,0,2
590,71B,Details of Charges,X,X,0,0,0,2,2,0,0
590,72,Sender to Receiver Information,X,X,0,0,0,2,2,2,0
591,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
591,21,Related Reference,X,X,0,0,0,2,2,0,0
591,32B,"Currency Code, Amount",X,X,0,0,0,2,2,0,0
591,52a,Ordering Institution,X,X,X,0,0,2,2,0,2
591,57a,Account With Institution,X,X,X,0,0,2,2,0,2
591,71B,Details of Charges,X,X,0,0,0,2,2,0,0
591,72,Sender to Receiver Information,X,X,0,0,0,2,2,2,0
592,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
592,21,Related Reference,X,X,0,0,0,2,2,0,0
592,11S,MT and Date of the Original Message,X,X,0,0,0,2,2,0,0
592,79,Narrative Description of the Original Message,X,X,0,0,0,2,2,0,0
595,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
595,21,Related Reference,X,X,0,0,0,2,2,0,0
595,75,Queries,X,X,0,0,0,2,2,0,0
595,77A,Narrative,X,X,X,0,0,2,2,0,2
595,11a,MT and Date of the Original Message,X,X,X,0,0,2,2,0,2
595,79,Narrative Description of the Message to Which the Query Relates,X,X,0,0,0,2,2,0,0
596,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
596,21,Related Reference,X,X,0,0,0,2,2,0,0
596,76,Answers,X,X,0,0,0,2,2,0,0
596,77A,Narrative,X,X,X,0,0,2,2,0,2
596,11a,MT and Date of the Original Message,X,X,X,0,0,2,2,0,2
596,79,Narrative Description of the Original Message to Which the Answer Relates,X,X,0,0,0,2,2,0,0
598,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
598,12,Sub-Message Type,X,X,0,0,0,2,2,0,0
598,77E,Proprietary Message,X,X,0,0,0,2,2,0,0
599,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
599,21,Related Reference,X,X,0,0,0,2,2,0,0
599,79,Narrative,X,X,0,0,0,2,2,0,0
600,15A,New Sequence,X,X,X,0,0,2,2,0,2
600,20,Transaction Reference Number,X,X,0,0,0,2,2,0,0
600,21,Related Reference,X,X,0,0,0,2,2,0,0
600,22,Code/Common Reference,X,X,0,0,0,2,2,0,0
600,94A,Scope of Operation,X,X,X,0,0,2,2,0,2
600,82a,Party A,X,X,X,0,0,2,2,0,2
600,87a,Party B,X,X,X,0,0,2,2,0,2
600,83a,Fund or Beneficiary Customer,X,X,X,0,0,2,2,0,2
600,30,Date Contract Agreed/Amended,X,X,0,0,0,2,2,0,0
600,26C,Identification of the Metal,X,X,0,0,0,2,2,0,0
600,26H,Counterparty's Reference,X,X,0,0,0,2,2,0,0
600,33G,Price per Unit,X,X,0,0,0,2,2,0,0
600,71C,Details of Adjustments,X,X,0,0,0,2,2,0,0
600,72,Sender to Receiver Information,X,X,0,0,0,2,2,2,0
600,15B,New Sequence,X,X,0,0,0,2,2,0,0
600,32F,Quantity of the Metal,X,X,0,0,0,2,2,0,0
600,86a,Intermediary,X,X,X,0,0,2,2,0,2
600,87a,Receiver of the Metal/commodity,X,X,X,0,0,2,2,0,2
600,34P,Consideration,X,X,0,0,0,2,2,0,0
600,53a,Sender's Correspondent,X,X,X,0,0,2,2,0,2
600,56a,Intermediary,X,X,X,0,0,2,2,0,2
600,57a,Account With Institution,X,X,X,0,0,2,2,0,2
600,15C,New Sequence,X,X,0,0,0,2,2,0,0
600,32F,Quantity of the Metal,X,X,0,0,0,2,2,0,0
